Season,Date,Match,Bet,Odds,P_model,EV,Flat_Stake,Kelly_Stake,Won,Flat_Profit,Kelly_Profit,Flat_Bankroll,Kelly_Bankroll
2015,2015-08-23,Everton vs Manchester City,D,4.0,0.283,0.131,10.0,10.94,False,-10.0,-10.94,1243.6,2364.15
2015,2015-08-23,Everton vs Manchester City,A,5.0,0.442,1.212,10.0,50.0,True,40.0,200.0,1283.6,2564.15
2015,2015-08-23,West Brom vs Chelsea,A,6.5,0.526,2.417,10.0,50.0,True,55.0,275.0,1338.6,2839.15
2015,2015-08-23,Watford vs Southampton,H,2.75,0.41,0.129,10.0,18.41,False,-10.0,-18.41,1328.6,2820.74
2015,2015-08-24,Arsenal vs Liverpool,H,5.0,0.652,2.258,10.0,50.0,False,-10.0,-50.0,1318.6,2770.74
2015,2015-08-29,Stoke City vs West Brom,D,3.4,0.307,0.043,10.0,4.5,False,-10.0,-4.5,1308.6,2766.24
2015,2015-08-29,Aston Villa vs Sunderland,D,3.5,0.318,0.114,10.0,11.43,True,25.0,28.58,1333.6,2794.8199999999997
2015,2015-08-29,Aston Villa vs Sunderland,H,4.75,0.428,1.034,10.0,50.0,False,-10.0,-50.0,1323.6,2744.8199999999997
2015,2015-08-29,Chelsea vs Crystal Palace,H,11.0,0.592,5.516,10.0,50.0,False,-10.0,-50.0,1313.6,2694.8199999999997
2015,2015-08-29,Bournemouth vs Leicester City,D,3.6,0.314,0.129,10.0,12.38,True,26.0,32.18,1339.6,2727.0
2015,2015-08-29,Bournemouth vs Leicester City,H,3.4,0.386,0.312,10.0,32.49,False,-10.0,-32.49,1329.6,2694.51
2015,2015-08-29,Liverpool vs West Ham United,H,9.0,0.787,6.084,10.0,50.0,False,-10.0,-50.0,1319.6,2644.51
2015,2015-08-29,Newcastle United vs Arsenal,A,6.0,0.682,3.093,10.0,50.0,True,50.0,250.0,1369.6,2894.51
2015,2015-08-29,Stoke City vs West Brom,H,4.5,0.482,1.169,10.0,50.0,False,-10.0,-50.0,1359.6,2844.51
2015,2015-08-29,Tottenham vs Everton,H,4.2,0.644,1.705,10.0,50.0,False,-10.0,-50.0,1349.6,2794.51
2015,2015-08-29,Manchester City vs Watford,H,15.0,0.838,11.574,10.0,50.0,True,140.0,700.0,1489.6,3494.51
2015,2015-08-30,Southampton vs Norwich City,H,4.0,0.59,1.362,10.0,50.0,True,30.0,150.0,1519.6,3644.51
2015,2015-09-12,Norwich City vs Bournemouth,H,3.2,0.428,0.368,10.0,41.87,True,22.0,92.12,1541.6,3736.63
2015,2015-09-12,Crystal Palace vs Manchester City,A,5.5,0.411,1.261,10.0,50.0,True,45.0,225.0,1586.6,3961.63
2015,2015-09-12,West Brom vs Southampton,A,3.2,0.394,0.259,10.0,29.49,False,-10.0,-29.49,1576.6,3932.1400000000003
2015,2015-09-12,Manchester United vs Liverpool,H,4.33,0.513,1.223,10.0,50.0,True,33.3,166.5,1609.9,4098.64
2015,2015-09-12,Watford vs Swansea City,D,3.4,0.315,0.073,10.0,7.56,False,-10.0,-7.56,1599.9,4091.0800000000004
2015,2015-09-12,Everton vs Chelsea,A,4.0,0.505,1.021,10.0,50.0,False,-10.0,-50.0,1589.9,4041.0800000000004
2015,2015-09-12,Arsenal vs Stoke City,H,12.0,0.945,10.345,10.0,50.0,True,110.0,550.0,1699.9,4591.08
2015,2015-09-12,Crystal Palace vs Manchester City,D,4.2,0.327,0.373,10.0,29.1,False,-10.0,-29.1,1689.9,4561.9800000000005
2015,2015-09-12,Watford vs Swansea City,A,2.75,0.39,0.072,10.0,10.28,False,-10.0,-10.28,1679.9,4551.700000000001
2015,2015-09-13,Sunderland vs Tottenham,A,4.33,0.537,1.323,10.0,50.0,True,33.3,166.5,1713.1999999999998,4718.200000000001
2015,2015-09-13,Sunderland vs Tottenham,D,3.6,0.29,0.043,10.0,4.17,False,-10.0,-4.17,1703.1999999999998,4714.030000000001
2015,2015-09-13,Leicester City vs Aston Villa,D,3.75,0.277,0.038,10.0,3.43,False,-10.0,-3.43,1693.1999999999998,4710.6
2015,2015-09-13,Leicester City vs Aston Villa,H,4.33,0.507,1.196,10.0,50.0,True,33.3,166.5,1726.5,4877.1
2015,2015-09-14,West Ham United vs Newcastle United,D,3.5,0.3,0.052,10.0,5.17,False,-10.0,-5.17,1716.5,4871.93
2015,2015-09-14,West Ham United vs Newcastle United,H,3.4,0.451,0.535,10.0,50.0,True,24.0,120.0,1740.5,4991.93
2015,2015-09-19,Newcastle United vs Watford,H,3.1,0.423,0.313,10.0,37.22,False,-10.0,-37.22,1730.5,4954.710000000001
2015,2015-09-19,Manchester City vs West Ham United,H,11.0,0.838,8.221,10.0,50.0,False,-10.0,-50.0,1720.5,4904.710000000001
2015,2015-09-19,Newcastle United vs Watford,D,3.3,0.326,0.077,10.0,8.42,False,-10.0,-8.42,1710.5,4896.290000000001
2015,2015-09-19,Aston Villa vs West Brom,H,3.5,0.444,0.556,10.0,50.0,False,-10.0,-50.0,1700.5,4846.290000000001
2015,2015-09-19,Bournemouth vs Sunderland,D,4.0,0.288,0.15,10.0,12.54,False,-10.0,-12.54,1690.5,4833.75
2015,2015-09-19,Swansea City vs Everton,H,3.4,0.582,0.979,10.0,50.0,False,-10.0,-50.0,1680.5,4783.75
2015,2015-09-19,Bournemouth vs Sunderland,H,5.5,0.431,1.368,10.0,50.0,True,45.0,225.0,1725.5,5008.75
2015,2015-09-19,Stoke City vs Leicester City,H,3.0,0.443,0.329,10.0,41.18,False,-10.0,-41.18,1715.5,4967.570000000001
2015,2015-09-20,Liverpool vs Norwich City,H,5.75,0.646,2.713,10.0,50.0,False,-10.0,-50.0,1705.5,4917.570000000001
2015,2015-09-20,Southampton vs Manchester United,A,3.1,0.334,0.035,10.0,4.19,True,21.0,8.8,1726.5,4926.370000000001
2015,2015-09-20,Tottenham vs Crystal Palace,H,4.0,0.618,1.474,10.0,50.0,True,30.0,150.0,1756.5,5076.370000000001
2015,2015-09-26,West Ham United vs Norwich City,H,3.4,0.474,0.613,10.0,50.0,False,-10.0,-50.0,1746.5,5026.370000000001
2015,2015-09-26,Leicester City vs Arsenal,A,4.5,0.575,1.59,10.0,50.0,True,35.0,175.0,1781.5,5201.370000000001
2015,2015-09-26,Leicester City vs Arsenal,D,4.0,0.267,0.07,10.0,5.81,False,-10.0,-5.81,1771.5,5195.56
2015,2015-09-26,Liverpool vs Aston Villa,H,7.0,0.686,3.8,10.0,50.0,True,60.0,300.0,1831.5,5495.56
2015,2015-09-26,Manchester United vs Sunderland,H,16.0,0.781,11.492,10.0,50.0,True,150.0,750.0,1981.5,6245.56
2015,2015-09-26,Newcastle United vs Chelsea,A,6.0,0.652,2.91,10.0,50.0,False,-10.0,-50.0,1971.5,6195.56
2015,2015-09-26,Southampton vs Swansea City,H,4.2,0.474,0.991,10.0,50.0,True,32.0,160.0,2003.5,6355.56
2015,2015-09-26,Stoke City vs Bournemouth,H,3.0,0.458,0.373,10.0,46.61,True,20.0,93.22,2023.5,6448.780000000001
2015,2015-09-26,Tottenham vs Manchester City,A,4.2,0.313,0.313,10.0,24.49,False,-10.0,-24.49,2013.5,6424.290000000001
2015,2015-09-26,Tottenham vs Manchester City,D,3.8,0.307,0.166,10.0,14.82,False,-10.0,-14.82,2003.5,6409.470000000001
2015,2015-09-27,Watford vs Crystal Palace,H,3.1,0.44,0.365,10.0,43.41,False,-10.0,-43.41,1993.5,6366.060000000001
2015,2015-09-28,West Brom vs Everton,D,3.3,0.319,0.053,10.0,5.74,False,-10.0,-5.74,1983.5,6360.3200000000015
2015,2015-10-03,Norwich City vs Leicester City,H,3.3,0.419,0.382,10.0,41.57,False,-10.0,-41.57,1973.5,6318.750000000002
2015,2015-10-03,Bournemouth vs Watford,D,3.5,0.306,0.073,10.0,7.25,True,25.0,18.13,1998.5,6336.880000000002
2015,2015-10-03,Manchester City vs Newcastle United,H,13.0,0.86,10.174,10.0,50.0,True,120.0,600.0,2118.5,6936.880000000002
2015,2015-10-03,Bournemouth vs Watford,H,3.8,0.448,0.702,10.0,50.0,False,-10.0,-50.0,2108.5,6886.880000000002
2015,2015-10-03,Aston Villa vs Stoke City,H,3.1,0.4,0.24,10.0,28.54,False,-10.0,-28.54,2098.5,6858.340000000002
2015,2015-10-03,Crystal Palace vs West Brom,D,3.6,0.29,0.044,10.0,4.27,False,-10.0,-4.27,2088.5,6854.0700000000015
2015,2015-10-03,Sunderland vs West Ham United,D,3.4,0.317,0.079,10.0,8.19,True,24.0,19.65,2112.5,6873.720000000001
2015,2015-10-03,Chelsea vs Southampton,H,4.8,0.685,2.286,10.0,50.0,False,-10.0,-50.0,2102.5,6823.720000000001
2015,2015-10-03,Crystal Palace vs West Brom,H,5.0,0.51,1.551,10.0,50.0,True,40.0,200.0,2142.5,7023.720000000001
2015,2015-10-03,Aston Villa vs Stoke City,D,3.3,0.321,0.061,10.0,6.61,False,-10.0,-6.61,2132.5,7017.1100000000015
2015,2015-10-04,Arsenal vs Manchester United,H,3.8,0.603,1.293,10.0,50.0,True,28.0,140.0,2160.5,7157.1100000000015
2015,2015-10-04,Swansea City vs Tottenham,A,2.75,0.563,0.549,10.0,50.0,False,-10.0,-50.0,2150.5,7107.1100000000015
2015,2015-10-17,Watford vs Arsenal,A,6.0,0.631,2.788,10.0,50.0,True,50.0,250.0,2200.5,7357.1100000000015
2015,2015-10-17,West Brom vs Sunderland,H,4.2,0.435,0.825,10.0,50.0,True,32.0,160.0,2232.5,7517.1100000000015
2015,2015-10-17,West Brom vs Sunderland,D,3.4,0.325,0.104,10.0,10.82,False,-10.0,-10.82,2222.5,7506.290000000002
2015,2015-10-17,Watford vs Arsenal,D,4.2,0.283,0.189,10.0,14.79,False,-10.0,-14.79,2212.5,7491.500000000002
2015,2015-10-17,Tottenham vs Liverpool,H,3.0,0.504,0.513,10.0,50.0,False,-10.0,-50.0,2202.5,7441.500000000002
2015,2015-10-17,Southampton vs Leicester City,H,5.0,0.653,2.263,10.0,50.0,False,-10.0,-50.0,2192.5,7391.500000000002
2015,2015-10-17,Chelsea vs Aston Villa,D,5.75,0.18,0.033,10.0,1.72,False,-10.0,-1.72,2182.5,7389.780000000002
2015,2015-10-17,Crystal Palace vs West Ham United,D,3.6,0.288,0.038,10.0,3.67,False,-10.0,-3.67,2172.5,7386.1100000000015
2015,2015-10-17,Crystal Palace vs West Ham United,H,4.0,0.494,0.976,10.0,50.0,False,-10.0,-50.0,2162.5,7336.1100000000015
2015,2015-10-17,Chelsea vs Aston Villa,H,10.0,0.758,6.578,10.0,50.0,True,90.0,450.0,2252.5,7786.1100000000015
2015,2015-10-17,Everton vs Manchester United,A,3.25,0.339,0.101,10.0,11.23,True,22.5,25.26,2275.0,7811.370000000002
2015,2015-10-17,Manchester City vs Bournemouth,H,10.0,0.834,7.338,10.0,50.0,True,90.0,450.0,2365.0,8261.370000000003
2015,2015-10-18,Newcastle United vs Norwich City,D,3.4,0.314,0.069,10.0,7.22,False,-10.0,-7.22,2355.0,8254.150000000001
2015,2015-10-18,Newcastle United vs Norwich City,H,2.88,0.443,0.276,10.0,36.66,True,18.8,68.92,2373.8,8323.070000000002
2015,2015-10-19,Swansea City vs Stoke City,D,3.4,0.314,0.069,10.0,7.14,False,-10.0,-7.14,2363.8,8315.93
2015,2015-10-19,Swansea City vs Stoke City,H,4.2,0.46,0.933,10.0,50.0,False,-10.0,-50.0,2353.8,8265.93
2015,2015-10-24,Arsenal vs Everton,H,8.0,0.749,4.992,10.0,50.0,True,70.0,350.0,2423.8,8615.93
2015,2015-10-24,Aston Villa vs Swansea City,D,3.3,0.314,0.035,10.0,3.8,False,-10.0,-3.8,2413.8,8612.130000000001
2015,2015-10-24,Aston Villa vs Swansea City,H,2.6,0.426,0.107,10.0,16.76,False,-10.0,-16.76,2403.8,8595.37
2015,2015-10-24,Leicester City vs Crystal Palace,H,3.4,0.485,0.649,10.0,50.0,True,24.0,120.0,2427.8,8715.37
2015,2015-10-24,Norwich City vs West Brom,D,3.5,0.323,0.13,10.0,12.98,False,-10.0,-12.98,2417.8,8702.390000000001
2015,2015-10-24,Norwich City vs West Brom,H,4.2,0.455,0.91,10.0,50.0,False,-10.0,-50.0,2407.8,8652.390000000001
2015,2015-10-24,Stoke City vs Watford,H,4.0,0.555,1.221,10.0,50.0,False,-10.0,-50.0,2397.8,8602.390000000001
2015,2015-10-24,West Ham United vs Chelsea,A,4.0,0.452,0.809,10.0,50.0,False,-10.0,-50.0,2387.8,8552.390000000001
2015,2015-10-25,Bournemouth vs Tottenham,A,3.4,0.454,0.543,10.0,50.0,True,24.0,120.0,2411.8,8672.390000000001
2015,2015-10-25,Liverpool vs Southampton,H,3.8,0.677,1.574,10.0,50.0,False,-10.0,-50.0,2401.8,8622.390000000001
2015,2015-10-25,Sunderland vs Newcastle United,D,3.4,0.318,0.081,10.0,8.4,False,-10.0,-8.4,2391.8,8613.990000000002
2015,2015-10-25,Manchester United vs Manchester City,H,2.8,0.396,0.109,10.0,15.07,False,-10.0,-15.07,2381.8,8598.920000000002
2015,2015-10-25,Sunderland vs Newcastle United,H,2.9,0.397,0.151,10.0,19.91,True,19.0,37.84,2400.8,8636.760000000002
2015,2015-10-31,Newcastle United vs Stoke City,D,3.4,0.37,0.259,10.0,26.94,True,24.0,64.66,2424.8,8701.420000000002
2015,2015-10-31,Chelsea vs Liverpool,H,3.75,0.393,0.475,10.0,43.18,False,-10.0,-43.18,2414.8,8658.240000000002
2015,2015-10-31,Manchester City vs Norwich City,H,12.0,0.772,8.26,10.0,50.0,True,110.0,550.0,2524.8,9208.240000000002
2015,2015-10-31,Newcastle United vs Stoke City,H,3.2,0.324,0.035,10.0,4.03,False,-10.0,-4.03,2514.8,9204.210000000001
2015,2015-10-31,Swansea City vs Arsenal,D,4.0,0.266,0.062,10.0,5.17,False,-10.0,-5.17,2504.8,9199.04
2015,2015-10-31,Swansea City vs Arsenal,A,5.0,0.572,1.861,10.0,50.0,True,40.0,200.0,2544.8,9399.04
2015,2015-10-31,Crystal Palace vs Manchester United,A,3.8,0.502,0.908,10.0,50.0,False,-10.0,-50.0,2534.8,9349.04
2015,2015-11-01,Southampton vs Bournemouth,D,4.33,0.281,0.218,10.0,16.37,False,-10.0,-16.37,2524.8,9332.67
2015,2015-11-01,Southampton vs Bournemouth,H,6.5,0.583,2.787,10.0,50.0,True,55.0,275.0,2579.8,9607.67
2015,2015-11-01,Everton vs Sunderland,D,4.5,0.266,0.198,10.0,14.15,False,-10.0,-14.15,2569.8,9593.52
2015,2015-11-01,Everton vs Sunderland,H,7.5,0.592,3.438,10.0,50.0,True,65.0,325.0,2634.8,9918.52
2015,2015-11-02,Tottenham vs Aston Villa,H,8.0,0.803,5.423,10.0,50.0,True,70.0,350.0,2704.8,10268.52
2015,2015-11-07,Stoke City vs Chelsea,A,3.8,0.399,0.517,10.0,46.15,False,-10.0,-46.15,2694.8,10222.37
2015,2015-11-07,Norwich City vs Swansea City,H,3.1,0.416,0.29,10.0,34.47,True,21.0,72.38,2715.8,10294.75
2015,2015-11-07,Norwich City vs Swansea City,D,3.4,0.332,0.129,10.0,13.46,False,-10.0,-13.46,2705.8,10281.29
2015,2015-11-07,West Ham United vs Everton,H,2.8,0.509,0.424,10.0,50.0,False,-10.0,-50.0,2695.8,10231.29
2015,2015-11-07,Sunderland vs Southampton,A,4.75,0.476,1.262,10.0,50.0,True,37.5,187.5,2733.3,10418.79
2015,2015-11-07,Bournemouth vs Newcastle United,H,3.4,0.448,0.522,10.0,50.0,False,-10.0,-50.0,2723.3,10368.79
2015,2015-11-07,Leicester City vs Watford,H,4.5,0.661,1.974,10.0,50.0,True,35.0,175.0,2758.3,10543.79
2015,2015-11-07,Manchester United vs West Brom,H,12.0,0.684,7.211,10.0,50.0,True,110.0,550.0,2868.3,11093.79
2015,2015-11-07,Manchester United vs West Brom,D,5.25,0.235,0.232,10.0,13.67,False,-10.0,-13.67,2858.3,11080.12
2015,2015-11-08,Arsenal vs Tottenham,H,5.0,0.536,1.682,10.0,50.0,False,-10.0,-50.0,2848.3,11030.12
2015,2015-11-08,Aston Villa vs Manchester City,A,7.5,0.673,4.047,10.0,50.0,False,-10.0,-50.0,2838.3,10980.12
2015,2015-11-08,Liverpool vs Crystal Palace,H,6.0,0.735,3.408,10.0,50.0,False,-10.0,-50.0,2828.3,10930.12
2015,2015-11-21,Swansea City vs Bournemouth,H,4.5,0.397,0.785,10.0,50.0,False,-10.0,-50.0,2818.3,10880.12
2015,2015-11-21,Swansea City vs Bournemouth,D,3.6,0.338,0.215,10.0,20.69,True,26.0,53.79,2844.3,10933.910000000002
2015,2015-11-21,Southampton vs Stoke City,H,7.0,0.547,2.83,10.0,50.0,False,-10.0,-50.0,2834.3,10883.910000000002
2015,2015-11-21,Watford vs Manchester United,A,4.33,0.503,1.176,10.0,50.0,True,33.3,166.5,2867.6,11050.410000000002
2015,2015-11-21,Chelsea vs Norwich City,H,9.0,0.677,5.089,10.0,50.0,True,80.0,400.0,2947.6,11450.410000000002
2015,2015-11-21,Newcastle United vs Leicester City,A,2.88,0.481,0.387,10.0,50.0,True,18.8,94.0,2966.3999999999996,11544.410000000002
2015,2015-11-21,Manchester City vs Liverpool,H,5.5,0.668,2.674,10.0,50.0,False,-10.0,-50.0,2956.3999999999996,11494.410000000002
2015,2015-11-21,Everton vs Aston Villa,H,6.5,0.712,3.627,10.0,50.0,True,55.0,275.0,3011.3999999999996,11769.410000000002
2015,2015-11-21,West Brom vs Arsenal,A,7.0,0.631,3.416,10.0,50.0,False,-10.0,-50.0,3001.3999999999996,11719.410000000002
2015,2015-11-22,Tottenham vs West Ham United,H,6.5,0.808,4.252,10.0,50.0,True,55.0,275.0,3056.3999999999996,11994.410000000002
2015,2015-11-23,Crystal Palace vs Sunderland,H,7.0,0.593,3.15,10.0,50.0,False,-10.0,-50.0,3046.3999999999996,11944.410000000002
2015,2015-11-28,Manchester City vs Southampton,H,6.0,0.653,2.92,10.0,50.0,True,50.0,250.0,3096.3999999999996,12194.410000000002
2015,2015-11-28,Leicester City vs Manchester United,A,3.1,0.334,0.037,10.0,4.36,False,-10.0,-4.36,3086.3999999999996,12190.050000000001
2015,2015-11-28,Leicester City vs Manchester United,H,2.4,0.448,0.075,10.0,13.47,False,-10.0,-13.47,3076.3999999999996,12176.580000000002
2015,2015-11-28,Sunderland vs Stoke City,A,3.2,0.469,0.501,10.0,50.0,False,-10.0,-50.0,3066.3999999999996,12126.580000000002
2015,2015-11-28,Bournemouth vs Everton,A,2.9,0.404,0.172,10.0,22.58,False,-10.0,-22.58,3056.3999999999996,12104.000000000002
2015,2015-11-28,Aston Villa vs Watford,H,2.8,0.435,0.218,10.0,30.31,False,-10.0,-30.31,3046.3999999999996,12073.690000000002
2015,2015-11-28,Crystal Palace vs Newcastle United,D,3.9,0.287,0.12,10.0,10.38,False,-10.0,-10.38,3036.3999999999996,12063.310000000003
2015,2015-11-28,Crystal Palace vs Newcastle United,H,5.5,0.543,1.984,10.0,50.0,True,45.0,225.0,3081.3999999999996,12288.310000000003
2015,2015-11-29,Norwich City vs Arsenal,A,6.0,0.631,2.785,10.0,50.0,False,-10.0,-50.0,3071.3999999999996,12238.310000000003
2015,2015-11-29,Liverpool vs Swansea City,H,8.0,0.757,5.058,10.0,50.0,True,70.0,350.0,3141.3999999999996,12588.310000000003
2015,2015-11-29,West Ham United vs West Brom,D,3.5,0.314,0.098,10.0,9.75,True,25.0,24.38,3166.3999999999996,12612.690000000002
2015,2015-11-29,West Ham United vs West Brom,H,4.0,0.481,0.925,10.0,50.0,False,-10.0,-50.0,3156.3999999999996,12562.690000000002
2015,2015-11-29,Tottenham vs Chelsea,H,2.9,0.646,0.874,10.0,50.0,False,-10.0,-50.0,3146.3999999999996,12512.690000000002
2015,2015-12-05,Southampton vs Aston Villa,H,7.5,0.612,3.587,10.0,50.0,False,-10.0,-50.0,3136.3999999999996,12462.690000000002
2015,2015-12-05,Chelsea vs Bournemouth,H,9.5,0.594,4.646,10.0,50.0,False,-10.0,-50.0,3126.3999999999996,12412.690000000002
2015,2015-12-05,Chelsea vs Bournemouth,D,5.25,0.244,0.28,10.0,16.46,False,-10.0,-16.46,3116.3999999999996,12396.230000000003
2015,2015-12-05,Stoke City vs Manchester City,A,5.25,0.388,1.036,10.0,50.0,False,-10.0,-50.0,3106.3999999999996,12346.230000000003
2015,2015-12-05,Southampton vs Aston Villa,D,4.5,0.23,0.036,10.0,2.55,True,35.0,8.94,3141.3999999999996,12355.170000000004
2015,2015-12-05,Watford vs Norwich City,H,3.6,0.552,0.988,10.0,50.0,True,26.0,130.0,3167.3999999999996,12485.170000000004
2015,2015-12-05,Swansea City vs Leicester City,D,3.4,0.326,0.109,10.0,11.38,False,-10.0,-11.38,3157.3999999999996,12473.790000000005
2015,2015-12-05,Arsenal vs Sunderland,H,13.0,0.7,8.1,10.0,50.0,True,120.0,600.0,3277.3999999999996,13073.790000000005
2015,2015-12-05,Arsenal vs Sunderland,D,6.0,0.186,0.118,10.0,5.92,False,-10.0,-5.92,3267.3999999999996,13067.870000000004
2015,2015-12-05,West Brom vs Tottenham,A,4.75,0.635,2.018,10.0,50.0,False,-10.0,-50.0,3257.3999999999996,13017.870000000004
2015,2015-12-05,Manchester United vs West Ham United,H,9.0,0.722,5.499,10.0,50.0,False,-10.0,-50.0,3247.3999999999996,12967.870000000004
2015,2015-12-06,Newcastle United vs Liverpool,A,5.75,0.739,3.249,10.0,50.0,False,-10.0,-50.0,3237.3999999999996,12917.870000000004
2015,2015-12-07,Everton vs Crystal Palace,H,3.75,0.629,1.36,10.0,50.0,False,-10.0,-50.0,3227.3999999999996,12867.870000000004
2015,2015-12-12,Norwich City vs Everton,A,2.9,0.52,0.509,10.0,50.0,False,-10.0,-50.0,3217.3999999999996,12817.870000000004
2015,2015-12-12,West Ham United vs Stoke City,H,2.9,0.414,0.201,10.0,26.51,False,-10.0,-26.51,3207.3999999999996,12791.360000000004
2015,2015-12-12,West Ham United vs Stoke City,D,3.3,0.318,0.05,10.0,5.48,True,23.0,12.61,3230.3999999999996,12803.970000000005
2015,2015-12-12,Crystal Palace vs Southampton,H,3.0,0.548,0.644,10.0,50.0,True,20.0,100.0,3250.3999999999996,12903.970000000005
2015,2015-12-12,Bournemouth vs Manchester United,D,3.4,0.306,0.041,10.0,4.25,False,-10.0,-4.25,3240.3999999999996,12899.720000000005
2015,2015-12-12,Manchester City vs Swansea City,D,6.0,0.188,0.127,10.0,6.36,False,-10.0,-6.36,3230.3999999999996,12893.360000000004
2015,2015-12-12,Sunderland vs Watford,A,2.9,0.439,0.274,10.0,36.1,True,19.0,68.59,3249.3999999999996,12961.950000000004
2015,2015-12-12,Bournemouth vs Manchester United,A,3.4,0.477,0.623,10.0,50.0,False,-10.0,-50.0,3239.3999999999996,12911.950000000004
2015,2015-12-12,Manchester City vs Swansea City,H,11.0,0.732,7.05,10.0,50.0,True,100.0,500.0,3339.3999999999996,13411.950000000004
2015,2015-12-13,Aston Villa vs Arsenal,A,6.5,0.633,3.117,10.0,50.0,True,55.0,275.0,3394.3999999999996,13686.950000000004
