Date,Season,HomeTeam,AwayTeam,FTR,Target,B365H,B365D,B365A,Home_Elo_Calc,Away_Elo_Calc,Elo_Diff,Home_Market_Value,Away_Market_Value,Log_Value_Diff,Diff_FIFA_Ova,Diff_FIFA_Mid,Diff_FIFA_Def,Diff_FIFA_Att,Home_Streak_L5,Away_Streak_L5,Home_H2H_L3,Away_H2H_L3
2010-09-11,2010,Valencia,Santander,H,2,1.44,4.33,7.0,1519.2019499940866,1480.7980500059134,38.40389998817318,176.6,65.5,0.9823318828962613,5,6,8,0,1,-1,1.5,1.5
2010-09-11,2010,Real Madrid,Osasuna,H,2,1.17,6.5,17.0,1504.2019499940866,1495.7980500059134,8.40389998817318,519.0,60.0,2.1429549474021616,8,5,-3,-4,0,0,1.5,1.5
2010-09-11,2010,Ath Bilbao,Ath Madrid,A,0,3.0,3.25,2.38,1519.2019499940866,1510.7980500059134,8.40389998817318,10.0,210.8,-2.9577471603689354,0,-5,-5,-9,1,1,1.5,1.5
2010-09-11,2010,Barcelona,Hercules,A,0,1.06,11.0,34.0,1519.2019499940866,1480.7980500059134,38.40389998817318,604.7,51.7,2.4417693584395854,9,2,-1,-2,1,-1,1.5,1.5
2010-09-12,2010,Sp Gijon,Mallorca,H,2,2.4,3.3,2.9,1489.2019499940866,1495.7980500059134,-6.59610001182682,10.0,65.1,-1.7932734740592702,0,4,1,0,-1,0,1.5,1.5
2010-09-12,2010,Villarreal,Espanol,H,2,1.8,3.5,4.5,1489.2019499940866,1510.7980500059134,-21.59610001182682,170.6,78.4,0.7706678188007716,3,8,7,5,-1,1,1.5,1.5
2010-09-12,2010,Getafe,Levante,H,2,1.57,3.8,6.0,1489.2019499940866,1480.7980500059134,8.40389998817318,66.4,37.4,0.5625875583245801,0,-3,0,-3,-1,-1,1.5,1.5
2010-09-12,2010,Sevilla,La Coruna,D,1,1.5,4.0,7.0,1519.2019499940866,1495.7980500059134,23.40389998817318,175.6,63.7,1.0041260866630042,3,7,2,2,1,0,1.5,1.5
2010-09-12,2010,Zaragoza,Malaga,A,0,1.91,3.4,4.0,1504.2019499940866,1480.7980500059134,23.40389998817318,87.25,58.6,0.39251812174210166,0,0,0,0,0,-1,1.5,1.5
2010-09-13,2010,Almeria,Sociedad,D,1,2.2,3.25,3.3,1504.2019499940866,1510.7980500059134,-6.59610001182682,63.7,66.7,-0.04532497841137406,0,0,0,0,0,1,1.5,1.5
2010-09-18,2010,Sp Gijon,Ath Bilbao,D,1,2.4,3.25,2.9,1500.2638005891567,1499.667961025398,0.5958395637587728,10.0,10.0,0.0,0,5,5,9,0,0,1.5,1.5
2010-09-18,2010,Sociedad,Real Madrid,A,0,8.5,4.6,1.36,1514.7361994108433,1514.667961025398,0.06823838544528371,66.7,519.0,-2.038742631657244,-8,-5,3,4,1,1,1.5,1.5
2010-09-18,2010,Espanol,Almeria,H,2,2.0,3.3,3.75,1499.1267059943948,1500.2638005891567,-1.1370945947619475,78.4,63.7,0.2047371667462352,0,-8,-8,-2,0,0,1.5,1.5
2010-09-18,2010,Mallorca,Osasuna,H,2,1.91,3.4,4.0,1484.7361994108433,1485.332038974602,-0.5958395637587728,65.1,60.0,0.0802948826843295,0,-4,-1,0,-1,-1,1.5,1.5
2010-09-19,2010,Malaga,Sevilla,A,0,3.25,3.25,2.2,1500.9125370171396,1514.0874629828604,-13.174925965720831,58.6,175.6,-1.0862317140985551,-4,-3,4,4,0,1,1.5,1.5
2010-09-19,2010,Levante,Villarreal,A,0,3.75,3.3,2.0,1470.332038974602,1500.8732940056052,-30.541255031003175,37.4,170.6,-1.4971087274601809,-3,0,1,-3,-2,0,1.5,1.5
2010-09-19,2010,Santander,Zaragoza,H,2,2.25,3.2,3.25,1471.4762026527546,1484.0874629828604,-12.611260330105779,65.5,87.25,-0.2829717481515974,0,-5,-8,-2,-2,-1,1.5,1.5
2010-09-19,2010,Ath Madrid,Barcelona,A,0,5.0,3.75,1.67,1530.332038974602,1498.5237973472454,31.808241627356665,210.8,604.7,-1.050742380819596,-9,-2,1,2,2,0,1.5,1.5
2010-09-19,2010,Hercules,Valencia,A,0,3.5,3.2,2.15,1501.4762026527546,1528.5237973472454,-27.047594694490726,51.7,176.6,-1.214918375010753,-5,-1,0,2,0,2,1.5,1.5
2010-09-20,2010,La Coruna,Getafe,D,1,2.25,3.2,3.25,1500.9125370171396,1499.667961025398,1.2445759917416126,63.7,66.4,-0.04088381641140604,1,-1,-6,-3,0,0,1.5,1.5
2010-09-21,2010,Osasuna,Sociedad,H,2,2.1,3.25,3.6,1474.5102718070618,1495.5315346660518,-21.021262858989985,60.0,66.7,-0.10421231574491774,0,0,0,0,-2,0,1.5,1.5
2010-09-21,2010,Ath Bilbao,Mallorca,H,2,1.91,3.4,4.0,1503.8936054040153,1495.5579665783835,8.335638825631804,10.0,65.1,-1.7932734740592702,0,-1,-4,-9,0,0,1.5,1.5
2010-09-21,2010,Real Madrid,Espanol,H,2,1.17,7.0,15.0,1533.8726257701894,1509.9700372605048,23.90258850968462,519.0,78.4,1.8793304433223827,8,13,5,-2,2,1,1.5,1.5
2010-09-22,2010,Zaragoza,Hercules,D,1,1.95,3.3,4.0,1472.782737876671,1483.372079871752,-10.589341995080986,87.25,51.7,0.5155582402660892,0,0,0,0,-2,-1,1.5,1.5
2010-09-22,2010,Almeria,Levante,A,0,1.75,3.5,4.75,1489.4204693230467,1452.3725863943882,37.04788292865851,63.7,37.4,0.521703741913174,0,0,0,0,-1,-3,1.5,1.5
2010-09-22,2010,Barcelona,Sp Gijon,H,2,1.14,7.0,21.0,1518.956260847471,1496.0381562105395,22.918104636931503,604.7,10.0,4.008489541188531,9,2,-1,-2,1,0,1.5,1.5
2010-09-22,2010,Valencia,Ath Madrid,D,1,2.1,3.25,3.5,1546.627920128248,1509.8995754743764,36.728344653871545,176.6,210.8,-0.17610860260923644,5,1,0,-2,3,1,1.5,1.5
2010-09-23,2010,Getafe,Malaga,A,0,1.8,3.4,4.75,1503.9193772810208,1482.2401297498789,21.679247531141982,66.4,58.6,0.12298944384695698,0,-3,0,-3,0,-1,1.5,1.5
2010-09-23,2010,Sevilla,Santander,D,1,1.5,4.0,7.0,1532.7598702501211,1482.780927758944,49.97894249117712,175.6,65.5,0.9766853405080509,4,8,4,-2,2,-1,1.5,1.5
2010-09-23,2010,Villarreal,La Coruna,H,2,1.67,3.75,5.0,1518.832746585819,1496.6611207615167,22.171625824302282,170.6,63.7,0.9754049855470068,2,4,5,9,1,0,1.5,1.5
2010-09-25,2010,Levante,Real Madrid,D,1,12.0,5.5,1.25,1473.0005101923605,1543.7391210062488,-70.73861081388827,37.4,519.0,-2.605771351981792,-8,-5,3,4,-2,3,1.5,1.5
2010-09-25,2010,Sp Gijon,Valencia,A,0,3.25,3.3,2.2,1486.134099248819,1541.0118539747,-54.877754725881005,10.0,176.6,-2.781638557759699,-5,-1,0,2,-1,3,1.5,1.5
2010-09-25,2010,Ath Bilbao,Barcelona,A,0,6.0,3.8,1.57,1514.3622944073506,1528.8603178091914,-14.498023401840783,10.0,604.7,-4.008489541188531,-9,-7,-4,-7,1,2,1.5,1.5
2010-09-26,2010,Mallorca,Sociedad,H,2,2.05,3.3,3.6,1485.089277575048,1483.8837775587012,1.2055000163468321,65.1,66.7,-0.023917433060588245,0,-4,-1,0,-1,-1,1.5,1.5
2010-09-26,2010,Ath Madrid,Zaragoza,H,2,1.53,4.0,6.0,1515.5156416279244,1469.0055858104226,46.51005581750178,210.8,87.25,0.8754687373539003,0,0,0,0,1,-2,1.5,1.5
2010-09-26,2010,Espanol,Osasuna,H,2,2.2,3.3,3.25,1500.1035420244455,1486.1580289144124,13.945513110033062,78.4,60.0,0.2636245040797789,0,-8,-8,-2,0,-1,1.5,1.5
2010-09-26,2010,Hercules,Sevilla,H,2,3.5,3.3,2.1,1487.1492319380004,1526.6590788647907,-39.50984692679026,51.7,175.6,-1.2092718326225427,-4,-3,4,4,-1,2,1.5,1.5
2010-09-26,2010,La Coruna,Almeria,A,0,2.1,3.3,3.5,1486.7285345798703,1468.7925455250745,17.935989054795755,63.7,63.7,0.0,1,-4,-6,-6,-1,-2,1.5,1.5
2010-09-26,2010,Santander,Getafe,A,0,2.4,3.3,2.9,1488.8817191442745,1483.8708040645329,5.010915079741608,65.5,66.4,-0.01344307025645275,0,-2,-8,1,-1,-1,1.5,1.5
2010-09-27,2010,Malaga,Villarreal,A,0,3.0,3.25,2.38,1502.2887029663668,1528.7653327674655,-26.476629801098625,58.6,170.6,-1.0575106129825578,-3,0,1,-3,0,2,1.5,1.5
2010-10-02,2010,Valencia,Ath Bilbao,H,2,1.73,3.4,5.25,1557.9490586429363,1495.7436357464812,62.20542289645505,176.6,10.0,2.781638557759699,5,6,5,7,4,0,1.5,1.5
2010-10-02,2010,Sociedad,Espanol,H,2,2.2,3.25,3.25,1473.1336422419388,1510.3532227559817,-37.219580514042946,66.7,78.4,-0.15941218833486115,0,8,8,2,-2,1,1.5,1.5
2010-10-02,2010,Zaragoza,Sp Gijon,D,1,2.05,3.3,3.6,1459.9808819230732,1469.1968945805827,-9.21601265750951,87.25,10.0,2.082278423015035,0,0,0,0,-3,-2,1.5,1.5
2010-10-03,2010,Almeria,Malaga,D,1,2.2,3.25,3.25,1488.6973005171171,1484.1609933461427,4.536307170974396,63.7,58.6,0.08210562743555094,0,0,0,0,-1,-1,1.5,1.5
2010-10-03,2010,Barcelona,Mallorca,D,1,1.17,7.0,15.0,1547.4789764700608,1495.8394128918105,51.63956357825032,604.7,65.1,2.215216067129261,9,6,0,-2,3,0,1.5,1.5
2010-10-03,2010,Getafe,Hercules,H,2,2.05,3.3,3.6,1503.2713000232573,1499.5637337042465,3.707566319010766,66.4,51.7,0.24602956237094453,0,-3,0,-3,0,0,1.5,1.5
2010-10-03,2010,Sevilla,Ath Madrid,H,2,2.1,3.3,3.5,1514.2445770985446,1524.5403455152739,-10.295768416729288,175.6,210.8,-0.18175514499744683,4,3,-4,-4,1,2,1.5,1.5
2010-10-03,2010,Villarreal,Santander,H,2,1.73,3.5,5.0,1546.8930423876895,1469.48122318555,77.41181920213944,170.6,65.5,0.9479642393920535,3,5,7,5,3,-2,1.5,1.5
2010-10-03,2010,Osasuna,Levante,D,1,1.73,3.5,5.0,1475.9083481828761,1471.7401729964793,4.168175186396866,60.0,37.4,0.46281640457963036,0,0,0,0,-2,-2,1.5,1.5
2010-10-03,2010,Real Madrid,La Coruna,H,2,1.17,7.0,15.0,1544.99945820213,1466.8237795878276,78.17567861430234,519.0,63.7,2.084067610068618,7,9,3,2,3,-2,1.5,1.5
2010-10-16,2010,Barcelona,Valencia,H,2,1.4,4.5,7.5,1541.318466654571,1566.4141195960954,-25.09565294152435,604.7,176.6,1.2268509834288324,4,1,-1,0,2,4,1.5,1.5
2010-10-16,2010,Malaga,Real Madrid,A,0,8.0,4.5,1.4,1488.5427548268167,1552.9172396157333,-64.37448478891656,58.6,519.0,-2.166173237504169,-8,-5,3,4,0,4,1.5,1.5
2010-10-16,2010,Ath Madrid,Getafe,H,2,1.8,3.5,4.5,1513.329365968856,1513.9222877508316,-0.5929217819755195,210.8,66.4,1.144997415249045,0,3,0,3,0,2,1.5,1.5
2010-10-17,2010,Sp Gijon,Sevilla,H,2,3.4,3.4,2.1,1473.0295229642961,1525.4555566449624,-52.42603368066625,10.0,175.6,-2.7759920153714885,-4,-3,4,4,-1,1,1.5,1.5
2010-10-17,2010,Santander,Almeria,H,2,2.1,3.3,3.5,1461.5377884009783,1484.3155390364432,-22.777750635464827,65.5,63.7,0.02744074615495329,0,-5,-8,-2,-2,-1,1.5,1.5
2010-10-17,2010,Levante,Sociedad,H,2,2.4,3.2,3.0,1476.1073926828685,1485.4523132423524,-9.344920559483853,37.4,66.7,-0.5670287203245481,0,0,0,0,-1,-2,1.5,1.5
2010-10-17,2010,Mallorca,Espanol,A,0,1.91,3.4,4.0,1501.9999227073004,1498.0345517555681,3.9653709517322113,65.1,78.4,-0.1833296213954494,0,4,7,2,0,-1,1.5,1.5
2010-10-17,2010,Ath Bilbao,Zaragoza,H,2,1.8,3.5,4.5,1487.2785747933222,1456.1482535393598,31.130321253962393,10.0,87.25,-2.082278423015035,0,-5,-5,-9,-2,-3,1.5,1.5
2010-10-17,2010,La Coruna,Osasuna,D,1,2.3,3.2,3.2,1458.9059981742244,1471.5411284964869,-12.635130322262512,63.7,60.0,0.05888733733354368,1,-4,-6,-6,-3,-2,1.5,1.5
2010-10-18,2010,Hercules,Villarreal,D,1,2.8,3.25,2.5,1488.912745976672,1554.8364771722613,-65.9237311955892,51.7,170.6,-1.1805507315065453,-3,0,1,-3,0,5,1.5,1.5
2010-10-23,2010,Real Madrid,Santander,H,2,1.14,7.0,21.0,1569.4499488012434,1473.2576725771153,96.19227622412814,519.0,65.5,2.0566268639136647,8,10,5,-2,4,0,1.5,1.5
2010-10-23,2010,Valencia,Mallorca,A,0,1.57,3.75,6.0,1554.59881102271,1482.6407179437558,71.95809307895411,176.6,65.1,0.9883650837004287,5,5,1,-2,2,0,1.5,1.5
2010-10-23,2010,Zaragoza,Barcelona,A,0,11.0,5.75,1.25,1446.5552698138047,1553.1337752279564,-106.57850541415178,87.25,604.7,-1.9262111181734962,-9,-2,1,2,-3,4,1.5,1.5
2010-10-24,2010,Espanol,Levante,H,2,1.75,3.4,5.0,1517.3937565191127,1487.2799668584812,30.113789660631483,78.4,37.4,0.7264409086594092,0,-8,-8,-2,1,1,1.5,1.5
2010-10-24,2010,Villarreal,Ath Madrid,H,2,2.3,3.25,3.1,1556.3029686338045,1524.1510169399066,32.1519516938979,170.6,210.8,-0.21047624611344418,3,0,-1,3,4,0,1.5,1.5
2010-10-24,2010,Sevilla,Ath Bilbao,H,2,1.7,3.6,5.0,1512.4967486709695,1496.8715585188772,15.625190152092273,175.6,10.0,2.7759920153714885,4,8,1,5,0,0,1.5,1.5
2010-10-24,2010,Almeria,Hercules,D,1,2.2,3.25,3.25,1472.5956548603062,1487.4462545151289,-14.850599654822645,63.7,51.7,0.2051457459595385,0,0,0,0,-2,-1,1.5,1.5
2010-10-24,2010,Getafe,Sp Gijon,H,2,1.73,3.5,5.0,1503.100636779781,1485.988330938289,17.112305841492116,66.4,10.0,1.8127497451198904,0,-3,0,-3,0,-1,1.5,1.5
2010-10-24,2010,Osasuna,Malaga,H,2,2.1,3.25,3.5,1475.2354353667308,1472.0100456413065,3.225389725424293,60.0,58.6,0.023218290102007266,0,0,0,0,-1,-2,1.5,1.5
2010-10-25,2010,Sociedad,La Coruna,H,2,2.1,3.25,3.5,1474.2797390667397,1455.2116913039804,19.068047762759306,66.7,63.7,0.04532497841137406,-1,4,6,6,-3,-3,1.5,1.5
2010-10-30,2010,Hercules,Real Madrid,A,0,10.0,5.0,1.3,1491.0505736259486,1576.778250788316,-85.7276771623674,51.7,519.0,-2.2892133560281565,-8,-5,3,4,0,4,1.5,1.5
2010-10-30,2010,Barcelona,Sevilla,H,2,1.29,5.0,11.0,1567.8497922550268,1522.681285030703,45.168507224323776,604.7,175.6,1.2324975258170427,5,-1,3,2,4,0,1.5,1.5
2010-10-30,2010,Valencia,Zaragoza,D,1,1.4,4.33,7.5,1532.7269415982983,1431.8392527867343,100.88768881156398,176.6,87.25,0.6993601347446639,5,1,0,-2,0,-3,1.5,1.5
2010-10-31,2010,Santander,Osasuna,H,2,2.5,3.3,2.75,1465.9293705900427,1485.9054980596259,-19.97612746958316,65.5,60.0,0.08632808348849697,0,-5,-8,-2,-2,1,1.5,1.5
2010-10-31,2010,La Coruna,Espanol,H,2,2.63,3.3,2.63,1445.160048967358,1527.024965075912,-81.86491610855387,63.7,78.4,-0.2047371667462352,1,4,2,-4,-4,1,1.5,1.5
2010-10-31,2010,Malaga,Sociedad,A,0,2.1,3.25,3.6,1461.3399829484115,1484.331381403362,-22.991398454950513,58.6,66.7,-0.127430605846925,0,0,0,0,-2,-1,1.5,1.5
2010-10-31,2010,Ath Bilbao,Getafe,H,2,2.0,3.5,3.6,1486.6870221591437,1513.227665479301,-26.540643320157415,10.0,66.4,-1.8127497451198904,0,-2,-5,-6,-1,1,1.5,1.5
2010-10-31,2010,Sp Gijon,Villarreal,D,1,3.5,3.3,2.1,1475.861302238769,1565.8576169462199,-89.99631470745089,10.0,170.6,-2.747270914255491,-3,0,1,-3,-2,4,1.5,1.5
2010-10-31,2010,Ath Madrid,Almeria,D,1,1.5,4.33,6.0,1514.5963686274913,1468.9913357494866,45.60503287800475,210.8,63.7,1.185881231660451,0,0,0,0,0,-1,1.5,1.5
2010-11-01,2010,Mallorca,Levante,H,2,1.62,3.8,5.5,1504.5125873681675,1477.648758301682,26.86382906648555,65.1,37.4,0.5431112872639599,0,-4,-1,0,0,1,1.5,1.5
2010-11-06,2010,Espanol,Malaga,H,2,1.91,3.4,4.0,1512.807209299972,1443.0686511486456,69.73855815132652,78.4,58.6,0.28684279418178615,0,-8,-8,-2,1,-4,1.5,1.5
2010-11-06,2010,Sociedad,Santander,H,2,2.1,3.25,3.6,1502.602713203128,1477.5342881102101,25.068425092917778,66.7,65.5,0.017884232256420773,0,5,8,2,1,-1,1.5,1.5
2010-11-07,2010,Zaragoza,Mallorca,H,2,2.4,3.2,3.0,1439.6596052316577,1514.266540511394,-74.60693527973626,87.25,65.1,0.2890049489557649,0,4,1,0,-3,2,1.5,1.5
2010-11-07,2010,Real Madrid,Ath Madrid,H,2,1.29,5.5,9.5,1592.3940901289952,1508.6539792647523,83.74011086424298,519.0,210.8,0.898186378408167,8,5,-3,-4,4,0,1.5,1.5
2010-11-07,2010,Osasuna,Hercules,H,2,2.0,3.3,3.8,1474.3005805394585,1475.4347342852693,-1.1341537458108633,60.0,51.7,0.14625840862599482,0,0,0,0,-1,-1,1.5,1.5
2010-11-07,2010,Villarreal,Ath Bilbao,H,2,1.8,3.6,4.33,1566.2893914462857,1498.5619561664835,67.7274352798022,170.6,10.0,2.747270914255491,3,5,4,12,3,-1,1.5,1.5
2010-11-07,2010,Getafe,Barcelona,A,0,8.5,5.0,1.33,1501.3527314719613,1576.9232993399185,-75.57056786795715,66.4,604.7,-2.195739796068641,-9,-5,1,-1,1,4,1.5,1.5
2010-11-07,2010,Almeria,Sp Gijon,D,1,2.1,3.3,3.5,1474.9337251122256,1475.4295277387032,-0.4958026264775981,63.7,10.0,1.7718659287084844,0,0,0,0,0,-1,1.5,1.5
2010-11-07,2010,Levante,La Coruna,A,0,2.3,3.2,3.2,1467.8948051584555,1459.377804743298,8.517000415157554,37.4,63.7,-0.521703741913174,-1,4,6,6,-1,-2,1.5,1.5
2010-11-08,2010,Sevilla,Valencia,H,2,2.2,3.4,3.2,1513.6077779458114,1524.9065891533749,-11.298811207563404,175.6,176.6,-0.005646542388210385,-1,2,-4,-2,-1,0,1.5,1.5
2010-11-13,2010,Ath Bilbao,Almeria,H,2,1.67,3.75,5.0,1490.2887057391117,1470.7515087619838,19.537196977127905,10.0,63.7,-1.7718659287084844,0,-5,-5,-9,-1,-1,1.5,1.5
2010-11-13,2010,Ath Madrid,Osasuna,H,2,1.62,3.75,5.5,1500.9214626771954,1485.1437945890393,15.777668088156133,210.8,60.0,1.2447685689939947,0,0,0,0,-2,1,1.5,1.5
2010-11-13,2010,Barcelona,Villarreal,H,2,1.2,6.25,13.0,1592.976267987857,1574.5626418736574,18.413626114199587,604.7,170.6,1.26121862693304,6,2,0,-5,4,3,1.5,1.5
2010-11-14,2010,Sp Gijon,Real Madrid,A,0,12.0,5.5,1.25,1479.611744088945,1600.126606716552,-120.51486262760704,10.0,519.0,-3.8559335387771023,-8,-5,3,4,0,5,1.5,1.5
2010-11-14,2010,Santander,Espanol,D,1,2.38,3.0,3.2,1467.712179725264,1521.0112745211713,-53.29909479590742,65.5,78.4,-0.17729642059128192,0,3,0,0,-1,1,1.5,1.5
2010-11-14,2010,Zaragoza,Sevilla,A,0,3.0,3.25,2.38,1453.5652463961512,1524.8593286333942,-71.29408223724295,87.25,175.6,-0.6937135923564535,-4,-3,4,4,-1,1,1.5,1.5
2010-11-14,2010,Malaga,Levante,H,2,1.95,3.5,3.8,1434.8645859274463,1448.3563798166267,-13.491793889180371,58.6,37.4,0.4395981144776231,0,0,0,0,-4,-2,1.5,1.5
2010-11-14,2010,Mallorca,La Coruna,D,1,1.8,3.5,4.5,1500.3608993469004,1478.9162300851267,21.444669261773697,65.1,63.7,0.021407545350785817,-1,0,5,6,0,0,1.5,1.5
2010-11-14,2010,Valencia,Getafe,H,2,1.62,3.75,5.5,1513.6550384657921,1485.2997628240228,28.355275641769367,176.6,66.4,0.9688888126398085,5,4,0,1,-2,-1,1.5,1.5
2010-11-14,2010,Hercules,Sociedad,H,2,2.1,3.3,3.5,1464.5915202356884,1512.424821588074,-47.83330135238566,51.7,66.7,-0.25047072437091256,0,0,0,0,-3,3,1.5,1.5
2010-11-20,2010,Almeria,Barcelona,A,0,12.0,5.5,1.25,1460.717908892734,1603.053104822086,-142.33519592935204,63.7,604.7,-2.236623612480047,-9,-2,1,2,-2,5,1.5,1.5
2010-11-20,2010,Real Madrid,Ath Bilbao,H,2,1.17,7.0,15.0,1614.2419367927607,1500.3223056083616,113.91963118439912,519.0,10.0,3.8559335387771023,8,10,2,5,5,1,1.5,1.5
2010-11-20,2010,Villarreal,Valencia,D,1,2.0,3.5,3.6,1564.4858050394284,1523.3525617642956,41.13324327513283,170.6,176.6,-0.034367643504207734,-2,-1,-1,5,1,-2,1.5,1.5
2010-11-21,2010,Levante,Santander,H,2,2.38,3.25,3.0,1437.0159239283616,1465.7079953682767,-28.692071439915026,37.4,65.5,-0.5491444880681273,0,5,8,2,-3,0,1.5,1.5
2010-11-21,2010,Sociedad,Ath Madrid,A,0,2.75,3.3,2.5,1499.6602653163914,1511.100095317122,-11.43983000073058,66.7,210.8,-1.140556253249077,0,0,0,0,1,0,1.5,1.5
2010-11-21,2010,Osasuna,Sp Gijon,H,2,1.83,3.4,4.5,1474.9651619491128,1465.4964140127363,9.46874793637653,60.0,10.0,1.7129785913749407,0,0,0,0,0,-1,1.5,1.5
2010-11-21,2010,Sevilla,Mallorca,A,0,1.67,3.75,5.0,1541.095850326207,1495.3213084743263,45.77454185188071,175.6,65.1,0.9827185413122184,4,7,-3,-4,1,0,1.5,1.5
2010-11-21,2010,La Coruna,Malaga,H,2,2.25,3.25,3.2,1483.9558209577008,1446.2050418157114,37.75077914198937,63.7,58.6,0.08210562743555094,1,-4,-6,-6,1,-3,1.5,1.5
2010-11-21,2010,Espanol,Hercules,H,2,1.91,3.3,4.2,1523.0154588781586,1477.3560765073712,45.6593823707874,78.4,51.7,0.4098829127057737,0,-8,-8,-2,2,-1,1.5,1.5
2010-11-22,2010,Getafe,Zaragoza,D,1,1.8,3.5,4.5,1475.6022395255193,1437.3287247033384,38.273514822180914,66.4,87.25,-0.2695286778951447,0,-3,0,-3,-3,-2,1.5,1.5
2010-11-27,2010,Ath Madrid,Espanol,A,0,1.62,3.6,6.0,1529.8428359824072,1532.0710914397603,-2.2282554573530433,210.8,78.4,0.9811440649142158,0,8,8,2,0,2,1.5,1.5
2010-11-27,2010,Sevilla,Getafe,A,0,1.67,3.75,5.0,1520.147292414057,1469.9289101093257,50.21838230473122,175.6,66.4,0.9632422702515981,4,6,-4,-1,1,-2,1.5,1.5
2010-11-27,2010,Zaragoza,Villarreal,A,0,3.25,3.25,2.2,1443.002054119532,1558.7070037620447,-115.7049496425127,87.25,170.6,-0.6649924912404561,-3,0,1,-3,-1,1,1.5,1.5
2010-11-28,2010,Valencia,Almeria,H,2,1.33,5.0,9.0,1529.1313630416794,1447.536673726831,81.59468931484844,176.6,63.7,1.0097726290512146,5,1,0,-2,-1,-2,1.5,1.5
2010-11-28,2010,Sp Gijon,Sociedad,A,0,2.1,3.25,3.6,1455.0721370438134,1480.917524651106,-25.84538760729265,10.0,66.7,-1.8171909071198584,0,0,0,0,-3,1,1.5,1.5
2010-11-28,2010,Santander,La Coruna,H,2,2.2,3.2,3.4,1453.744094725253,1493.3018424130553,-39.55774768780225,65.5,63.7,0.02744074615495329,-1,-1,-2,4,-2,2,1.5,1.5
2010-11-28,2010,Mallorca,Malaga,H,2,1.73,3.75,4.5,1516.2698663864765,1436.859020360357,79.41084602611954,65.1,58.6,0.10351317278633676,0,-4,-1,0,2,-3,1.5,1.5
2010-11-28,2010,Ath Bilbao,Osasuna,H,2,1.73,3.6,4.75,1493.5443179517708,1485.3894389180357,8.154879033735142,10.0,60.0,-1.7129785913749407,0,-5,-5,-9,-1,1,1.5,1.5
2010-11-28,2010,Hercules,Levante,H,2,1.83,3.5,4.33,1468.3004439457695,1448.9798245713853,19.32061937438425,51.7,37.4,0.31655799595363554,0,0,0,0,-2,-3,1.5,1.5
2010-11-29,2010,Barcelona,Real Madrid,H,2,2.1,3.3,3.5,1616.234339987989,1621.0199244493515,-4.785584461362532,604.7,519.0,0.15255600241142897,1,-3,2,2,5,5,1.5,1.5
2010-12-04,2010,Real Madrid,Valencia,H,2,1.4,4.5,7.5,1610.0307520832416,1536.9349739334014,73.09577814984027,519.0,176.6,1.0742949810174034,3,4,-3,-2,3,1,1.5,1.5
2010-12-04,2010,Levante,Ath Madrid,H,2,4.2,3.5,1.83,1438.9378975956156,1510.729696644389,-71.79179904877333,37.4,210.8,-1.707584973573625,0,0,0,0,-3,0,1.5,1.5
2010-12-04,2010,Osasuna,Barcelona,A,0,15.0,6.0,1.2,1474.9136569435784,1627.2235123540988,-152.3098554105204,60.0,604.7,-2.2955109498135906,-9,-2,1,2,-1,5,1.5,1.5
