Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Home_Elo,Away_Elo,Home_xG_Avg_L5,Away_xG_Avg_L5,Home_Streak_L5,Away_Streak_L5,Home_Pressure_Avg_L5,Away_Pressure_Avg_L5,Home_Dominance,Away_Dominance
2010-08-22,2010,Fulham,Manchester United,2.0,2.0,D,1500.0,1510.0,3.65,5.3,1.0,3.0,0.8260869565217391,2.5454545454545454,1.5950000000000002,2.2926666666666664
2010-08-22,2010,Newcastle United,Aston Villa,6.0,0.0,H,1490.0,1510.0,1.75,6.15,0.0,3.0,0.3448275862068966,2.2666666666666666,0.9223333333333333,2.5476666666666663
2010-08-23,2010,Manchester City,Liverpool,3.0,0.0,H,1500.0,1500.0,3.55,2.1,1.0,1.0,0.43902439024390244,0.5,1.565,1.1300000000000001
2010-08-28,2010,Tottenham,Wigan,0.0,1.0,A,1509.71225631668,1480.5750112778453,5.65,4.55,2.0,0.0,1.3026315789473684,1.263157894736842,2.2975899350177817,1.7598200030074254
2010-08-28,2010,Wolverhampton,Newcastle United,1.0,1.0,D,1509.4249887221547,1500.5750112778453,3.025,4.324999999999999,2.0,1.5,0.8977591036414566,3.5724137931034483,1.510013330325908,1.8476533363407583
2010-08-28,2010,Manchester United,West Ham United,3.0,0.0,H,1509.71225631668,1480.28774368332,4.574999999999999,3.5500000000000003,2.0,0.0,1.6927272727272726,0.842857142857143,1.975089935017781,1.459743398315552
2010-08-28,2010,Blackpool,Fulham,2.0,2.0,D,1499.71225631668,1500.28774368332,1.9999999999999998,4.025,1.5,1.0,0.49095607235142114,0.958498023715415,1.1499232683511145,1.7075767316488855
2010-08-28,2010,Blackburn,Arsenal,1.0,2.0,A,1499.71225631668,1510.28774368332,1.4,6.0249999999999995,1.5,2.0,0.4,5.075,0.9699232683511146,2.410243398315552
2010-08-28,2010,Chelsea,Stoke City,2.0,0.0,H,1519.4249887221547,1480.28774368332,5.074999999999999,4.05,3.0,0.0,1.3333333333333335,1.2738095238095237,2.2276799969925745,1.609743398315552
2010-08-29,2010,Aston Villa,Everton,1.0,0.0,H,1499.4249887221547,1490.5750112778453,3.4000000000000004,4.699999999999999,1.5,0.5,1.1904761904761905,2.164285714285714,1.5698466636592412,1.857486669674092
2010-08-29,2010,Bolton,Birmingham,2.0,2.0,D,1509.71225631668,1510.28774368332,4.225,3.5999999999999996,2.0,2.0,0.9071428571428573,1.9611111111111112,1.870089935017781,1.6827433983155518
2010-08-29,2010,Liverpool,West Brom,1.0,0.0,H,1490.0,1500.28774368332,2.925,2.625,0.5,1.5,1.0833333333333335,0.7520833333333333,1.3248333333333333,1.3375767316488854
2010-08-29,2010,Sunderland,Manchester City,1.0,0.0,H,1489.71225631668,1510.0,1.85,2.6999999999999997,0.5,2.0,0.6022408963585434,0.48141695702671317,1.002256601684448,1.4126666666666665
2010-09-11,2010,Manchester City,Blackburn,1.0,1.0,D,1499.4167345713752,1490.0165493397121,2.9166666666666665,2.25,1.3333333333333333,1.0,0.6346701282138872,0.5722222222222223,1.4081777958856998,1.17233774649059
2010-09-11,2010,Arsenal,Bolton,4.0,1.0,H,1519.9834506602879,1509.7288201594272,5.533333333333332,4.116666666666666,2.3333333333333335,1.6666666666666667,3.716666666666667,1.026984126984127,2.29866225350941,1.8042610187091805
2010-09-11,2010,Everton,Manchester United,3.0,3.0,D,1480.8296790276333,1518.8673697795948,4.683333333333334,4.933333333333333,0.3333333333333333,2.3333333333333335,1.8639097744360902,2.095151515151515,1.8332212477407024,2.1183646319412253
2010-09-11,2010,Fulham,Wolverhampton,2.0,1.0,H,1500.2711798405728,1509.1703209723667,3.9000000000000004,2.4166666666666665,1.0,1.6666666666666667,0.9556653491436101,0.7281356987239341,1.670072314624153,1.2941120855926311
2010-09-11,2010,Newcastle United,Blackpool,0.0,2.0,A,1500.8296790276333,1499.7288201594272,3.9499999999999997,2.3833333333333333,1.3333333333333333,1.3333333333333333,3.0899425287356324,0.6439707149009474,1.7185545810740355,1.2482610187091805
2010-09-11,2010,West Brom,Tottenham,1.0,1.0,D,1489.9917251272818,1498.8755795558989,2.8000000000000003,4.983333333333333,1.0,1.3333333333333333,0.8347222222222221,1.2017543859649122,1.3373311267006087,2.028033487881573
2010-09-11,2010,West Ham United,Chelsea,1.0,3.0,A,1471.1326302204052,1528.3032688014086,2.8333333333333335,4.583333333333333,0.0,3.0,0.6619047619047619,1.4273504273504276,1.2423020347254414,2.082547538347042
2010-09-11,2010,Wigan,Sunderland,1.0,1.0,D,1491.4116880386264,1500.2955217453048,4.05,2.1,1.0,1.3333333333333333,1.1421052631578947,0.715219421101774,1.7127097834769671,1.1634121391320813
2010-09-12,2010,Birmingham,Liverpool,0.0,0.0,D,1510.2711798405728,1500.2960185560382,3.283333333333333,3.1333333333333333,1.6666666666666667,1.3333333333333333,1.5407407407407405,1.0222222222222224,1.5544056479574861,1.4734122716149434
2010-09-13,2010,Stoke City,Aston Villa,2.0,1.0,H,1471.409463604066,1509.1703209723667,3.3499999999999996,3.3666666666666667,0.0,2.0,1.0310245310245312,1.0336507936507937,1.3973758569610841,1.6124454189259645
2010-09-18,2010,Sunderland,Arsenal,1.0,1.0,D,1500.039880168367,1529.6883843457872,1.85,5.949999999999999,1.25,2.5,0.6045963840081487,3.4482142857142857,1.0800106347115646,2.4429169024922097
2010-09-18,2010,Tottenham,Wolverhampton,3.0,1.0,H,1498.6199373829256,1498.9142391007467,4.925,2.0875,1.25,1.25,1.1617324561403508,0.6211017740429505,2.0021319833021134,1.1509604637601991
2010-09-18,2010,Stoke City,West Ham United,1.0,1.0,D,1482.4920491832777,1462.7634409233983,4.0625,3.0625,0.75,0.0,1.2438566335625159,0.6816137566137566,1.6890812131155408,1.3088202509129063
2010-09-18,2010,West Brom,Birmingham,3.0,1.0,H,1490.247367300255,1509.9841504824958,3.175,3.0999999999999996,1.0,1.5,0.8471955128205129,1.3512077294685991,1.4498992979467347,1.4826624401286654
2010-09-18,2010,Blackburn,Fulham,1.0,1.0,D,1490.2870424204461,1510.5272617121927,1.9625,3.775,1.0,1.5,0.4720238095238095,1.3953204404291362,1.0861598779787858,1.6853072697899179
2010-09-18,2010,Everton,Newcastle United,0.0,1.0,A,1481.9201384480912,1490.7979938684255,5.3125,4.5,0.5,1.0,1.818386876281613,2.921623563218391,2.0389287035861576,1.8475461316982469
2010-09-18,2010,Aston Villa,Bolton,1.0,1.0,D,1498.087735393155,1500.0238864739279,3.3,3.7875,1.5,1.25,0.8964502164502164,0.855764411027569,1.5394900627715078,1.6612563697263807
2010-09-19,2010,Chelsea,Blackpool,4.0,0.0,H,1536.6724580984155,1509.760505318635,4.6499999999999995,2.3125,3.0,1.75,1.38003663003663,0.5746447028423772,2.1047793221595774,1.2713528014183026
2010-09-19,2010,Manchester United,Liverpool,3.0,2.0,H,1517.776910359137,1500.5830479141152,4.725,3.4,2.0,1.25,1.7095215311004783,1.0561403508771932,2.022240509429103,1.545155479443764
2010-09-19,2010,Wigan,Manchester City,0.0,2.0,A,1491.667329615564,1499.1462414906412,3.8124999999999996,3.9124999999999996,1.0,1.25,1.606578947368421,1.6902883104461295,1.6415279545641503,1.6985223310641708
2010-09-25,2010,West Ham United,Tottenham,1.0,0.0,H,1463.3306663979972,1508.6284080652533,3.13,5.109999999999999,0.2,1.6,0.8375986975986975,1.7043859649122808,1.3492215110394659,2.095300908817401
2010-09-25,2010,Liverpool,Sunderland,2.0,2.0,D,1491.077523456257,1500.8911673300097,2.93,2.15,1.0,1.2,0.9115789473684212,0.658677107206519,1.3766206729216686,1.1652376446213357
2010-09-25,2010,Fulham,Everton,0.0,0.0,D,1509.9453595029338,1472.175608068492,3.4799999999999995,4.58,1.4,0.4,1.2895896856766424,1.5832809295967192,1.5866520958674488,1.8065801621515978
2010-09-25,2010,Manchester City,Chelsea,1.0,0.0,H,1508.9310143454643,1545.8994152663047,3.7,5.31,1.6,3.0,1.59838449451075,1.629029304029304,1.672381603825457,2.3052398440710142
2010-09-25,2010,Birmingham,Wigan,0.0,0.0,D,1499.4166904720737,1481.882556760741,2.8099999999999996,3.44,1.2,0.8,1.1476328502415458,1.4264396284829721,1.3628444507925528,1.5071686818028645
2010-09-25,2010,Arsenal,West Brom,2.0,3.0,A,1528.8370971841446,1500.8148273106772,5.569999999999999,3.56,2.2,1.4,2.9676623376623374,1.1977564102564102,2.2986898925824386,1.6082172872828473
2010-09-25,2010,Blackpool,Blackburn,1.0,2.0,A,1500.533548150746,1490.868944629705,2.35,2.1,1.4,1.0,0.5294832041343669,0.5776190476190476,1.2451422795068654,1.1275650519012548
2010-09-26,2010,Bolton,Manchester United,2.0,2.0,D,1499.9681601430802,1527.2824348169952,3.78,4.59,1.2,2.2,0.8846115288220553,1.8787283359914937,1.6539915093714879,2.004275315951199
2010-09-26,2010,Newcastle United,Stoke City,1.0,2.0,A,1500.5425242480246,1481.9248237086788,4.0600000000000005,3.6399999999999997,1.4,0.8,2.5972988505747123,1.1150853068500128,1.7581446731328068,1.567179952988981
2010-09-26,2010,Wolverhampton,Aston Villa,1.0,2.0,A,1488.905768418419,1498.1434617240027,1.9100000000000001,3.3199999999999994,1.0,1.4,0.5406314192343604,0.8981125541125541,1.0700415382449118,1.5355049231264004
2010-10-02,2010,Wigan,Wolverhampton,2.0,0.0,H,1482.3868016745453,1479.171587968706,3.84,2.28,1.0,0.4,1.5864396284829723,0.5790215121136174,1.647303147113212,1.118445756791655
2010-10-02,2010,Birmingham,Everton,0.0,2.0,A,1498.9124455582694,1473.2584466386015,2.54,4.1899999999999995,1.2,0.6,0.8031884057971015,1.2966142629300523,1.2817099854822052,1.7098689191036271
2010-10-02,2010,Stoke City,Blackburn,1.0,0.0,H,1492.4601718921997,1501.1470425541715,3.3199999999999994,2.6399999999999997,1.4,1.0,1.0679675123637973,0.7276190476190477,1.5339893791712529,1.2923058780144459
2010-10-02,2010,Sunderland,Manchester United,0.0,0.0,D,1500.6087830483687,1526.4978824654322,2.1599999999999997,4.1899999999999995,1.2,1.8,0.6982761047002534,1.5136374269005848,1.1681623421462315,1.8440661019907818
2010-10-02,2010,Tottenham,Aston Villa,2.0,1.0,H,1497.331971667155,1507.8776421737157,4.52,2.8499999999999996,1.4,1.4,1.4307017543859648,0.5781125541125541,1.8952885257779077,1.3971007045796573
2010-10-02,2010,West Brom,Bolton,1.0,1.0,D,1511.6196287072682,1500.7527124946432,3.5700000000000003,3.8200000000000003,2.0,1.2,1.1751212751212752,0.9172431077694234,1.6740985676552715,1.666200723331905
2010-10-02,2010,West Ham United,Fulham,1.0,1.0,D,1474.6271027960956,1508.8625209328243,4.24,3.13,0.8,1.4,1.012771111391801,1.246111424807077,1.745233894078959,1.4813633389154197
2010-10-03,2010,Manchester City,Newcastle United,2.0,1.0,H,1519.9910529827443,1490.0071760645037,3.5699999999999994,4.42,2.0,1.4,1.6505796164619693,2.8556060606060605,1.676330947462065,1.8633352469505342
2010-10-03,2010,Liverpool,Blackpool,1.0,2.0,A,1491.359907737898,1490.2554502262794,3.12,2.46,1.0,0.8,1.1115789473684212,0.5244326990838618,1.4336959753967728,1.2154014533936746
2010-10-03,2010,Chelsea,Arsenal,2.0,0.0,H,1534.8393766290246,1518.0322957875535,4.619999999999999,6.12,2.4,2.0,1.4690293040293043,3.1715084915084915,2.035290500434406,2.4408086122100143
2010-10-16,2010,Arsenal,Birmingham,2.0,1.0,H,1508.5156654730656,1488.1754030974753,5.089999999999999,2.18,1.4,0.6,1.6915084915084915,0.5631884057971014,2.0692708441261507,1.1108467741593269
2010-10-16,2010,Aston Villa,Chelsea,0.0,0.0,D,1497.5742065564975,1544.3560069435125,3.2599999999999993,4.5,1.4,2.4,0.6685887445887445,1.5279766724503567,1.517353121748399,2.0018282685182696
2010-10-16,2010,Bolton,Stoke City,2.0,1.0,H,1501.0653855314713,1502.7101480403794,3.5700000000000003,3.45,0.8,2.0,0.8854970760233918,1.1941579885542732,1.5512841028083924,1.635722706144101
2010-10-16,2010,Fulham,Tottenham,1.0,2.0,A,1507.8803232591051,1507.635407284373,2.94,5.04,1.4,1.4,1.2723740510697035,1.6529239766081871,1.4241014195357613,2.054036108609166
2010-10-16,2010,Manchester United,West Brom,2.0,2.0,D,1525.7541103640883,1511.3069556704402,3.9,3.97,1.8,1.6,1.4673765573353674,1.2867879417879418,1.7568677627637568,1.754015188178784
2010-10-16,2010,Newcastle United,Wigan,2.0,2.0,D,1480.8680452863182,1492.294263026793,3.4800000000000004,4.33,0.8,1.6,1.6556060606060605,4.014509803921568,1.518898145409685,1.8569451368071446
2010-10-16,2010,Wolverhampton,West Ham United,1.0,1.0,D,1469.2641266164583,1475.6093004698148,1.8599999999999999,3.79,0.2,1.0,0.4647357978279031,0.9034543412054656,0.9698037670977222,1.6304958134586174
2010-10-17,2010,Blackpool,Manchester City,2.0,3.0,A,1500.2872389617276,1529.1301837609299,3.04,3.7299999999999995,1.4,2.0,0.6258280479210712,1.7612023270846797,1.4520765970564604,1.7267680490029143
2010-10-17,2010,Everton,Liverpool,2.0,0.0,H,1483.9954890993956,1481.32811900245,4.13,3.45,1.0,1.0,1.3508999772157666,1.0835087719298246,1.7347321304265055,1.5300208317339867
2010-10-18,2010,Blackburn,Sunderland,0.0,0.0,D,1490.8970664059918,1501.3525551497125,2.7800000000000002,2.52,1.0,1.4,0.700952380952381,0.8269035556806454,1.331572551041598,1.2963606813732567
2010-10-23,2010,Wigan,Bolton,1.0,1.0,D,1491.9655085594036,1511.1127252482627,4.159999999999999,3.4300000000000006,1.2,1.2,4.00593837535014,0.9154970760233919,1.765857468949174,1.5519633933995367
2010-10-23,2010,West Ham United,Newcastle United,1.0,2.0,A,1475.4266919872418,1481.1967997537076,4.18,3.3,1.2,0.8,1.056787674538799,1.4306060606060607,1.7674471178632642,1.4649858132676554
2010-10-23,2010,West Brom,Fulham,2.0,1.0,H,1511.7225387099973,1497.8732740118671,3.62,2.78,1.8,1.2,1.156018711018711,1.2347550034506558,1.669126010322666,1.353432873069831
2010-10-23,2010,Birmingham,Blackpool,2.0,0.0,H,1478.760174979807,1491.1155037834071,2.05,3.0799999999999996,0.4,1.2,0.4856884057971015,0.6267371388301621,1.0493360466612818,1.4416308010089083
2010-10-23,2010,Sunderland,Aston Villa,1.0,0.0,H,1501.0517128027577,1498.9126161742222,2.81,3.17,1.0,1.0,0.9925144154091523,0.6845887445887446,1.3432804567474022,1.4507100309797927
2010-10-23,2010,Chelsea,Wolverhampton,2.0,0.0,H,1543.0175973257878,1469.4467350990312,4.459999999999999,2.15,2.0,0.2,1.4284291611381394,0.5516639024030665,1.9494713592868764,1.056852462693075
2010-10-23,2010,Tottenham,Everton,1.0,1.0,D,1517.642456531611,1493.9187175249383,5.01,3.7999999999999994,2.0,1.6,1.6882180942552458,1.2182683982683984,2.1077046550750964,1.6983783246733164
2010-10-24,2010,Manchester City,Arsenal,0.0,3.0,A,1538.3019189392503,1517.9308935907338,3.88,5.45,2.6,1.4,1.7638761238761238,2.0551448551448552,1.8342138450504668,2.1797815716241957
2010-10-24,2010,Liverpool,Blackburn,2.0,1.0,H,1471.4048905769073,1491.1979087529467,3.6700000000000004,2.38,0.4,1.2,1.2035087719298247,0.6176190476190475,1.5333746374871753,1.2316527756674522
2010-10-24,2010,Stoke City,Manchester United,1.0,2.0,A,1492.662808323588,1525.3385273245312,3.4299999999999997,3.72,2.0,1.4,1.2072893016855866,1.3873765573353674,1.6270434155529567,1.662756940619875
2010-10-30,2010,Manchester United,Tottenham,2.0,0.0,H,1534.400807637044,1516.9606916784358,3.4899999999999998,4.88,1.8,2.0,1.6546280193236715,1.8617029427400944,1.6361735487032116,2.0685228511142495
2010-10-30,2010,Wolverhampton,Manchester City,2.0,1.0,H,1461.5331823075078,1527.7162646597521,2.8,3.0999999999999996,0.2,2.4,0.6416639024030666,0.9353046953046954,1.2497421819486687,1.5773910039092671
2010-10-30,2010,Fulham,Wigan,2.0,0.0,H,1488.2716769032818,1492.5160525117365,2.4899999999999998,4.470000000000001,0.6,1.2,0.8009887696844219,3.8059383753501392,1.2038724471742084,1.8590042806697966
2010-10-30,2010,Blackburn,Chelsea,1.0,2.0,A,1480.6288353961081,1550.9311501173113,2.38,4.529999999999999,1.0,2.0,0.6261904761904762,1.4262646589736372,1.208834356105629,1.9725816400312828
2010-10-30,2010,Everton,Stoke City,1.0,0.0,H,1494.6004823781136,1483.6005280110753,2.7099999999999995,2.45,1.6,1.4,0.9728138528138528,0.9197076023391813,1.3715601286341634,1.2706268074696199
2010-10-30,2010,Arsenal,West Ham United,1.0,0.0,H,1528.516547870232,1465.5927537716311,4.8100000000000005,3.599999999999999,1.4,1.2,1.7765734265734268,0.9631849809361052,1.9906044127653952,1.590824734339101
2010-10-31,2010,Aston Villa,Birmingham,0.0,0.0,D,1488.974183546409,1489.1156400987095,3.2600000000000002,2.44,1.0,0.8,0.7676190476190476,0.5672619047619047,1.4750597822790426,1.2090975040263225
2010-10-31,2010,Bolton,Liverpool,0.0,1.0,A,1510.5621812959298,1481.9739639337458,3.19,3.87,1.4,0.8,0.9350760233918128,1.743358395989975,1.4998165816789146,1.636193057048999
2010-10-31,2010,Newcastle United,Sunderland,5.0,1.0,H,1491.0307379693184,1510.990145430571,2.8899999999999997,3.2700000000000005,1.4,1.4,1.5472727272727274,1.1379689608636976,1.404608196791818,1.5239307054481523
2010-11-01,2010,Blackpool,West Brom,2.0,1.0,H,1480.7600386645047,1521.3241358185826,3.3600000000000003,3.53,0.6,2.2,0.7072499593429826,1.302172557172557,1.462869343643868,1.6846864362182887
2010-11-06,2010,Sunderland,Stoke City,2.0,0.0,H,1500.4162986447266,1473.9170264042634,3.17,2.31,1.2,1.2,1.0733137884499047,0.8686731195805606,1.471111012971927,1.2060445403744702
2010-11-06,2010,Manchester United,Wolverhampton,2.0,1.0,H,1543.8992619279752,1473.4153733688538,3.7399999999999998,3.18,1.8,0.8,1.4729286729184428,0.7164324209215851,1.71370646984746,1.4269107662316944
2010-11-06,2010,Bolton,Tottenham,4.0,2.0,H,1499.7411982633832,1507.4622373875045,3.4200000000000004,4.279999999999999,1.2,1.4,1.055076023391813,1.1970477703263014,1.5459309862035688,1.8259899299700009
2010-11-06,2010,Fulham,Aston Villa,1.0,1.0,D,1498.3938337765956,1488.978254993042,2.96,2.9299999999999997,1.0,1.0,1.0276554363510886,0.7043137254901961,1.3875716890070922,1.3760608679981445
2010-11-06,2010,Blackburn,Wigan,2.0,1.0,H,1472.6251273335029,1482.3938956384227,2.53,4.449999999999999,0.8,1.2,0.5723443223443223,3.752761904761905,1.2317000339556008,1.8503050388369124
2010-11-06,2010,Birmingham,West Ham United,2.0,2.0,D,1489.1115686520766,1457.3843009354257,2.7299999999999995,3.25,1.0,1.0,0.791504329004329,0.7238184650990014,1.3160964183072204,1.4636358135827803
2010-11-06,2010,Blackpool,Everton,2.0,2.0,D,1491.922291048731,1504.2839839849255,3.84,3.44,1.2,2.2,0.9597047397047398,1.353333333333333,1.6698459442796614,1.6531423957293134
2010-11-07,2010,Arsenal,Newcastle United,0.0,1.0,A,1536.7250007064374,1501.6045847551627,5.31,3.589999999999999,1.8,1.4,2.2274825174825175,1.6166844919786096,2.1827933335217167,1.6174278892680432
2010-11-07,2010,Liverpool,Chelsea,2.0,0.0,H,1492.7949469662924,1558.9348581799165,4.14,3.8899999999999997,1.4,2.0,1.7886917293233082,1.1512646589736373,1.7800786525243444,1.782715962181311
2010-11-07,2010,West Brom,Manchester City,0.0,2.0,A,1510.1618834343562,1515.8340735984061,3.0999999999999996,3.5,1.6,1.8,0.8955058905058906,0.9950332020920257,1.4927098355824946,1.6342224196262416
2010-11-09,2010,Stoke City,Birmingham,3.0,2.0,H,1464.678261238744,1488.2009144062924,2.58,2.7600000000000002,0.6,1.0,0.9088645071403691,0.7955043290043291,1.224580869663665,1.3248535771750114
2010-11-09,2010,Tottenham,Sunderland,1.0,1.0,D,1497.2400445937283,1509.655063810246,3.81,3.6700000000000004,1.4,1.6,1.1756052751995958,1.2045831382951058,1.6822640118916607,1.663574683682732
2010-11-10,2010,West Ham United,West Brom,2.0,2.0,D,1458.2949551812098,1500.3251276876756,2.6399999999999997,3.3600000000000003,0.6,1.0,0.8115031941630406,1.0973076923076923,1.2408786547149893,1.5080867007167136
2010-11-10,2010,Wolverhampton,Arsenal,0.0,2.0,A,1465.4166826273238,1525.7175828466238,2.6399999999999997,4.77,0.8,1.8,0.5547482103952692,2.0536363636363637,1.262777782033953,2.017858022092433
2010-11-10,2010,Wigan,Liverpool,1.0,1.0,D,1472.1128019542284,1504.6759394540134,4.43,4.2,1.0,1.8,3.764190476190476,1.657112781954887,1.821563413854461,1.8412469171877368
2010-11-10,2010,Newcastle United,Blackburn,1.0,2.0,A,1512.6120026149763,1482.9062210176971,3.1599999999999997,2.12,2.0,0.8,1.3794117647058823,0.45864061864061867,1.5513632006973268,1.1114416589380527
2010-11-10,2010,Manchester City,Manchester United,0.0,0.0,D,1525.6708293450868,1551.8979526695052,3.4499999999999993,4.0600000000000005,1.8,2.2,0.988366535425359,1.648928672918443,1.6218455544920227,1.8518394540452017
2010-11-10,2010,Everton,Bolton,1.0,1.0,D,1503.9283359231326,1509.9633910571595,4.029999999999999,3.41,2.2,1.6,1.4,1.0913333333333333,1.8300475562461687,1.585656904281909
2010-11-10,2010,Chelsea,Fulham,1.0,0.0,H,1547.0538656921956,1498.1228979585267,4.0200000000000005,3.56,2.0,1.0,1.1096960315226567,1.1059163059163057,1.818547697517919,1.5674994394556072
2010-11-10,2010,Aston Villa,Blackpool,3.0,2.0,H,1489.2491908111108,1492.277939110524,3.0300000000000002,3.84,0.6,1.4,0.7549803921568627,0.8955488955488956,1.3661331175496296,1.6899407837628062
2010-11-13,2010,Wolverhampton,Bolton,2.0,3.0,A,1457.1350623213461,1509.789705675482,3.3699999999999997,3.41,0.8,1.6,0.7452244008714597,1.0635555555555556,1.479569349952359,1.5856105881801283
2010-11-13,2010,West Ham United,Blackpool,0.0,0.0,D,1459.4988139433258,1482.1907669351342,2.56,3.79,0.6,0.8,0.7874866310160427,0.8880488955488955,1.2171996837182202,1.6122508711827026
2010-11-13,2010,Tottenham,Blackburn,4.0,2.0,H,1497.5972255595,1493.7591447859534,3.9699999999999998,2.19,1.0,1.4,1.3456907452850657,0.5699226699226699,1.6903592601492,1.1953357719429207
2010-11-13,2010,Wigan,West Brom,1.0,0.0,H,1473.0473096811934,1499.1212689255597,3.5200000000000005,3.09,0.6,1.0,1.330857142857143,1.058021978021978,1.508812615914985,1.4267656717134827
2010-11-13,2010,Newcastle United,Fulham,0.0,0.0,D,1501.75907884672,1489.5220064698638,3.1099999999999994,3.18,2.0,0.8,1.404027149321267,0.9148051948051948,1.5334690876924586,1.4312058683919637
2010-11-13,2010,Manchester City,Birmingham,0.0,0.0,D,1526.4242760322893,1477.5249105939968,3.3199999999999994,3.41,1.4,1.0,0.9396485867074105,0.845504329004329,1.5430464736086102,1.517006642825066
2010-11-13,2010,Aston Villa,Manchester United,2.0,2.0,D,1499.3363629865005,1551.1445059823027,3.7099999999999995,4.000000000000001,1.2,2.2,0.9679628482972136,1.72718954248366,1.632823030129733,1.8336385349286142
2010-11-13,2010,Stoke City,Liverpool,2.0,0.0,H,1475.3542650510396,1503.7414317270484,2.67,3.4899999999999998,0.6,2.0,0.6735311738070358,1.467639097744361,1.2544278040136105,1.647997715127213
2010-11-14,2010,Chelsea,Sunderland,0.0,3.0,A,1555.6547571808585,1509.2978828444743,4.459999999999999,3.2699999999999996,2.0,1.6,1.5751931075460486,0.9839770776890452,1.952841268581562,1.543479435425193
2010-11-14,2010,Everton,Arsenal,1.0,2.0,A,1504.10202130481,1533.9992031526015,4.6899999999999995,4.96,1.8,2.4,1.4975,2.0354545454545456,1.988093872347949,2.1370664541740267
2010-11-20,2010,Manchester United,Wigan,2.0,0.0,H,1549.6643025666194,1483.7963728322702,4.07,3.62,2.2,1.0,1.500873753009976,1.3383759398496242,1.8542438140177653,1.5816790327552723
2010-11-20,2010,Arsenal,Tottenham,2.0,3.0,A,1543.140810776201,1507.4867612082337,4.51,4.51,2.4,1.0,1.6627272727272726,1.4151585323999119,2.004504216206987,1.854996469655529
2010-11-20,2010,Birmingham,Chelsea,1.0,0.0,H,1478.9231273120204,1544.3283607912126,3.3200000000000003,4.55,1.2,1.8,0.8314891774891775,1.4964912819882394,1.5103795006165386,1.95682089621099
2010-11-20,2010,Blackpool,Wolverhampton,2.0,1.0,H,1481.5385671361284,1448.639087516631,3.79,3.4599999999999995,1.0,0.6,0.8880488955488955,0.7328994708994709,1.632076951236301,1.4843037566711015
